"CBM12","CBM13","CBM16","CBM2","CBM20","CBM21","CBM22","CBM23","CBM25","CBM26","CBM27","CBM3","CBM30","CBM32","CBM34","CBM35","CBM36","CBM37","CBM38","CBM4","CBM40","CBM41","CBM42","CBM46","CBM47","CBM48","CBM5","CBM50","CBM51","CBM54","CBM56","CBM57","CBM58","CBM6","CBM61","CBM62","CBM63","CBM65","CBM66","CBM67","CBM68","CBM71","CBM72","CBM73","CBM74","CBM75","CBM76","CBM77","CBM78","CBM79","CBM80","CBM82","CBM83","CBM85","CBM86","CBM88","CBM89","CBM9","CBM91","GH1","GH10","GH101","GH102","GH103","GH104","GH105","GH106","GH108","GH109","GH11","GH110","GH111","GH112","GH113","GH114","GH115","GH116","GH117","GH119","GH120","GH121","GH123","GH124","GH125","GH126","GH127","GH128","GH129","GH13","GH13_1","GH13_10","GH13_11","GH13_12","GH13_13","GH13_14","GH13_16","GH13_18","GH13_19","GH13_2","GH13_20","GH13_21","GH13_23","GH13_26","GH13_27","GH13_28","GH13_29","GH13_3","GH13_30","GH13_31","GH13_32","GH13_33","GH13_36","GH13_37","GH13_38","GH13_39","GH13_4","GH13_41","GH13_42","GH13_5","GH13_6","GH13_7","GH13_8","GH13_9","GH130","GH133","GH136","GH137","GH138","GH139","GH140","GH141","GH142","GH143","GH144","GH146","GH147","GH148","GH149","GH15","GH151","GH153","GH154","GH156","GH158","GH159","GH16","GH16_14","GH16_17","GH16_21","GH16_24","GH16_3","GH16_5","GH16_6","GH16_7","GH16_8","GH161","GH163","GH164","GH165","GH166","GH167","GH170","GH171","GH172","GH173","GH18","GH19","GH2","GH20","GH23","GH24","GH25","GH26","GH27","GH28","GH29","GH3","GH30","GH30_1","GH30_2","GH30_3","GH30_4","GH30_5","GH30_6","GH30_8","GH30_9","GH31","GH32","GH33","GH35","GH36","GH37","GH38","GH39","GH4","GH42","GH43","GH43_1","GH43_10","GH43_11","GH43_12","GH43_16","GH43_17","GH43_18","GH43_19","GH43_2","GH43_20","GH43_21","GH43_22","GH43_24","GH43_26","GH43_27","GH43_28","GH43_29","GH43_3","GH43_30","GH43_31","GH43_32","GH43_33","GH43_34","GH43_35","GH43_37","GH43_4","GH43_5","GH43_7","GH43_8","GH43_9","GH44","GH46","GH47","GH48","GH49","GH5","GH5_1","GH5_10","GH5_13","GH5_18","GH5_19","GH5_2","GH5_21","GH5_22","GH5_25","GH5_26","GH5_28","GH5_35","GH5_36","GH5_37","GH5_38","GH5_39","GH5_4","GH5_40","GH5_41","GH5_42","GH5_44","GH5_45","GH5_46","GH5_48","GH5_5","GH5_54","GH5_7","GH5_8","GH50","GH51","GH52","GH53","GH54","GH55","GH57","GH59","GH62","GH63","GH64","GH65","GH66","GH67","GH68","GH70","GH71","GH73","GH74","GH76","GH77","GH78","GH79","GH8","GH81","GH82","GH84","GH85","GH86","GH87","GH88","GH89","GH9","GH91","GH92","GH93","GH94","GH95","GH97","GH98","GH99","GT1","GT10","GT100","GT101","GT102","GT103","GT104","GT105","GT107","GT108","GT11","GT111","GT112","GT113","GT115","GT12","GT14","GT15","GT17","GT19","GT2","GT20","GT21","GT22","GT23","GT25","GT26","GT27","GT28","GT29","GT3","GT30","GT31","GT32","GT35","GT39","GT4","GT41","GT42","GT44","GT5","GT51","GT52","GT53","GT56","GT6","GT60","GT66","GT70","GT73","GT74","GT76","GT8","GT80","GT81","GT82","GT83","GT84","GT85","GT87","GT89","GT9","GT90","GT92","GT94","GT99","PL1","PL1_2","PL1_5","PL1_6","PL1_8","PL10","PL10_1","PL10_2","PL10_3","PL11","PL11_1","PL11_2","PL12","PL12_1","PL12_2","PL12_3","PL13","PL15","PL15_2","PL17","PL17_1","PL17_2","PL2","PL2_1","PL2_2","PL21","PL21_1","PL22","PL22_1","PL22_2","PL26","PL27","PL29","PL3_1","PL30","PL31","PL32","PL33","PL33_1","PL33_2","PL34","PL35","PL37","PL38","PL39","PL4","PL4_1","PL4_4","PL40","PL42","PL5_1","PL6","PL6_1","PL7","PL7_1","PL7_2","PL8","PL8_2","PL8_3","PL9","PL9_1","PL9_2"
"GUT_GENOME254370.fna.fa",0,0.459600643808582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459600643808582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459600643808582,0,0,0,0,0,0,0,0,2.29800321904291,0,0,0,0.459600643808582,0,0,0,0,0,0,0,0,0.459600643808582,0,0,0,0.459600643808582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459600643808582,0,0,0,0,0,0,0,0.459600643808582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29800321904291,0,0,0,0,0,0,0.459600643808582,0,0.919201287617164,0,0.459600643808582,0.919201287617164,0.459600643808582,0,0.459600643808582,0,0.459600643808582,0,0.919201287617164,0.459600643808582,0,0,0,0,0,0,0,0,0,0.919201287617164,0,0.459600643808582,0,0,0,0,0.459600643808582,0.459600643808582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919201287617164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919201287617164,0,0,0,0,0,0,0.459600643808582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21720450666007,0,0,0,0,0,0.459600643808582,0,0.459600643808582,0,0,0,0,0,0.459600643808582,0,1.37880193142575,0,0,0,0.919201287617164,0.459600643808582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUT_GENOME254436.fna.fa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337717468942657,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01315240682797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75434937885315,0,0.337717468942657,0.675434937885315,0,0,0,0,0,0.337717468942657,0,4.05260962731189,0,0.675434937885315,0,0,0,0,0,0,0,0,0,0,0.337717468942657,0,0,0,0.675434937885315,0,1.01315240682797,0.337717468942657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337717468942657,0,0,0,0,0,0,0,0.337717468942657,0.337717468942657,0,0,0,0,0,0,0.337717468942657,0.337717468942657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675434937885315,0,0,0,0,0.337717468942657,0,2.02630481365594,1.68858734471329,0.337717468942657,0,0,0.337717468942657,0,0.337717468942657,1.01315240682797,0.337717468942657,0,0,0,0,0,0,0,0,0,0.337717468942657,0,0.337717468942657,0.337717468942657,0.675434937885315,0,1.35086987577063,10.806959006165,1.01315240682797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337717468942657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337717468942657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337717468942657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337717468942657,0,0,0,0,0,0,0,0,0.337717468942657,4.05260962731189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337717468942657,0,0,0,0,0,0,0,0,0,0,0,0,0.337717468942657,0,0,0,0,0,0,0,0,0,0,3.71489215836923,0,0,0,0,0,0.337717468942657,0,0.675434937885315,0,0,0,0,0,0.337717468942657,0,2.02630481365594,0,0,0,0.337717468942657,0.337717468942657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337717468942657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUT_GENOME254918.fna.fa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772563190840491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386281595420245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93140797710123,0,0,0,0,0,0,0,0,0,0,0,0,0.386281595420245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772563190840491,0,0,0,0,0,0,0,0,0,0,0,0.386281595420245,0,0,0.386281595420245,0,0,0,0,0,0,0,0.386281595420245,0.386281595420245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386281595420245,0,0,0,0.386281595420245,0,0,0,0,0.772563190840491,0.772563190840491,0.386281595420245,0,0,0,0,0.386281595420245,0,0.386281595420245,0,0,0,0,0,0,0,0,0,0.386281595420245,0,0.386281595420245,0,0,0,0.386281595420245,0,1.15884478626074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386281595420245,0,0,0,0,0,0,0,0.386281595420245,0.386281595420245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386281595420245,0,0,0,0,0.386281595420245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386281595420245,0,0,0,0,0,0,0,0.772563190840491,0,0,0,0,0,0.772563190840491,0.772563190840491,0.386281595420245,0,0,0,0.386281595420245,0.772563190840491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386281595420245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUT_GENOME254975.fna.fa",0,0.40561583232166,0,0,0,0,0,0,0,0,0,0,0,4.0561583232166,0,0,0,0,0,0,0,0,0,0,0,0.40561583232166,0,0,0,0,0,0,0,2.0280791616083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62246332928664,0,0,0,0,0.40561583232166,0,0,0,0,0,0,0,0.40561583232166,0,0,0,0,0,0,0,0,0.40561583232166,0,0,0,0,0,0.40561583232166,0,0,0,0,0,0,0,0.40561583232166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83931082625162,0,0,0,0,0.40561583232166,0,0,0,0,0,0,0,0,0,2.0280791616083,0,0.40561583232166,0,0,0,1.62246332928664,0,0,0.40561583232166,0,0.40561583232166,0,0,0,0,0,0,0,0,0,0.40561583232166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21684749696498,0,0,0,0,0,0,0,1.21684749696498,0,0,0,0,0.40561583232166,0.81123166464332,0,0,0,0,0,0,0,0.40561583232166,0.81123166464332,0,0,0,1.21684749696498,0,0,0,0,0.40561583232166,0,0,0,0,0,0,0.81123166464332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40561583232166,0,0,0.40561583232166,0,0,0,9.73477997571984,0,0,0,0,0,0,0,0.40561583232166,0,0,0,0,0.40561583232166,0.81123166464332,0,4.0561583232166,0,0,0,0.40561583232166,0.40561583232166,0,0,0,0,0,0,0,0,0,0,0.40561583232166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUT_GENOME255258.fna.fa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442295673773326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442295673773326,0,0,0,0,0,0,0,0,0.884591347546652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442295673773326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442295673773326,0,0,0,0,0,0.442295673773326,0,0,0,0,0,0,0,0.442295673773326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442295673773326,0,0.442295673773326,0,0,0,0.884591347546652,0,0,0,0,0.884591347546652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442295673773326,0,0,0,0,0,0,0,0,0,0.442295673773326,0,0,0,0,0,0.442295673773326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74984375905324,0,0,0,0,0,0,0,1.32688702131998,0,0,0,0,0,0.442295673773326,0.442295673773326,3.53836539018661,0,0,0,0.442295673773326,0.442295673773326,0,0,0,0,0,0,0,0,0,0,0.442295673773326,0,0,0,0.884591347546652,0.442295673773326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUT_GENOME255273.fna.fa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470355824180993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.940711648361986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470355824180993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.940711648361986,0,0,0,0,0,0.470355824180993,0,0,0,0,0,0,0,0.470355824180993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470355824180993,0,0.940711648361986,0.470355824180993,0,0,0.940711648361986,0,0,0,0,0.470355824180993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470355824180993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.940711648361986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470355824180993,0,0,0,0,0,0,0,0,3.29249076926695,0,0,0,0,0,0.470355824180993,0,1.41106747254298,0,0,0,0,0,0.470355824180993,0.470355824180993,2.35177912090496,0,0,0,0.470355824180993,0.940711648361986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470355824180993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUT_GENOME255303.fna.fa",0,0,0,0,0,0,0,0,0,0,0,0,0,4.22245748561102,0,0,0,0,0,0,0,0,0,0,0,0.383859771419183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767719542838367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383859771419183,0,0.383859771419183,0,0,0,0,0,1.91929885709592,0.383859771419183,0,7.29333565696448,0,0,0,0,0,0,0,0,0,0,0,0,0.383859771419183,0,0,0,0.383859771419183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383859771419183,0,0,0,0,0,0,0,0.383859771419183,0,0,0,0,0,0,0,2.68701839993428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383859771419183,0,0,0,0,0,0,0.383859771419183,0,0,0,2.3031586285151,2.68701839993428,0.383859771419183,0,0,0,0,0,2.3031586285151,0.383859771419183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383859771419183,0,0,0,1.15157931425755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383859771419183,0,0,0,0,0,0,0,0.383859771419183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383859771419183,0,0,0.383859771419183,1.15157931425755,0,0,0,0,0,0,0,0,2.68701839993428,0.767719542838367,0,0,0,0,0.383859771419183,0.383859771419183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07087817135347,0,0,0,0,0,0.383859771419183,0,0.767719542838367,0,0,0,0,0.383859771419183,0.383859771419183,0.383859771419183,1.91929885709592,0,0,0,0.383859771419183,0.383859771419183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767719542838367,0.383859771419183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83859771419183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383859771419183,0,0,0
"GUT_GENOME255646.fna.fa",0,0,0,0,0,0,0,0,0,0,0,0,0,0.489822948597,0,0,0,0,0,0,0,0,0,0,0,0.489822948597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489822948597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489822948597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489822948597,0,0,0,0,0,0,0,0.489822948597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489822948597,0.979645897194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489822948597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.979645897194,0,0,0,0,0,0,0,0.979645897194,0,0,0,0,0,0.489822948597,0,0,0,0,0,0.489822948597,0.489822948597,0,0,0,0,0,0,0,0,0,0,0.489822948597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUT_GENOME255709.fna.fa",0,0,0,0,0,0,0,0,0,0,0,0,0,5.23378723688644,0,0,0,0,0,0,0,0,0,0,0,0.402599018222034,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2077970546661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402599018222034,0,0,0,0,0,0,0,0,1.2077970546661,0,6.44158429155255,0,0,0,0,0,0,0,0,0,0,0,0,0.402599018222034,0,0,0,0.402599018222034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402599018222034,0,0,0,0,0,0,0,0.402599018222034,0.402599018222034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805198036444068,0,0,0,0,0,0,0,0,0,0,1.2077970546661,4.42858920044238,0.402599018222034,0,0,0,0,1.2077970546661,0,0.402599018222034,0,0,0,0,0,0,0,0,0,0.402599018222034,0,0,0.402599018222034,0,0.402599018222034,0,0.402599018222034,0.402599018222034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402599018222034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402599018222034,1.61039607288814,0,0,0,0,0,0,0,0,2.01299509111017,0,0,0,0,0,0.402599018222034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41559410933221,0,0,0,0,0,0.402599018222034,0,0.805198036444068,0,0,0,0,0.402599018222034,0.402599018222034,0.402599018222034,3.62339116399831,0,0,0,0.402599018222034,0.402599018222034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402599018222034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805198036444068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805198036444068,0,0,0,0,0,0,0,0,0,11.272772510217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUT_GENOME255792.fna.fa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325216049151853,0,0,0,0.325216049151853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325216049151853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325216049151853,0,0,0,0,0,0,0,0.325216049151853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.650432098303706,0,0,0,0,0,0,0,0,0,0,0.650432098303706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325216049151853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325216049151853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975648147455558,0,0,0,0,0,0.325216049151853,0,0.650432098303706,0,0,0,0,0,0.325216049151853,0.325216049151853,0.325216049151853,0,0,0,0.325216049151853,0.325216049151853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325216049151853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUT_GENOME255883.fna.fa",0,0,0.55964218717121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11928437434242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11928437434242,0,4.47713749736968,0,0,0,0,0,0,0,0,0,0,0,0,0.55964218717121,0,0,0,0.55964218717121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11928437434242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55964218717121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11928437434242,0,0,0,0,0,0.55964218717121,0,1.11928437434242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55964218717121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11928437434242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55964218717121,1.67892656151363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47713749736968,0,0,0,0,0,0,0,0.55964218717121,0,0,0,0,0.55964218717121,0,0.55964218717121,1.67892656151363,0,0,0,0,1.11928437434242,0,0,0,0,0,0,0,0,0,0.55964218717121,0.55964218717121,0,0,0,0.55964218717121,0.55964218717121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55964218717121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
